Year,Month,Date,Flight_Number,Actual_DepTime,Scheduled_DepTime,Actual_ArrTime,Scheduled_ArrTime,AirTime,ArrivalDelay,DepDelay,Origin,Destination,Distance,Delay
2018,7,12,1151,1942,1905,2149,2115,49,34,37,BNA,CMH,338,YES
2018,7,12,1596,1039,925,1236,1125,155,71,74,BNA,DEN,1013,YES
2018,7,12,1583,1858,1850,2051,2050,159,1,8,BNA,DEN,1013,NO
2018,7,12,1511,1420,1410,1645,1645,70,0,10,BNA,DTW,457,NO
2018,7,12,2246,1849,1840,2115,2110,70,5,9,BNA,DTW,457,NO
2018,7,12,578,1618,1605,1816,1820,110,-4,13,BNA,HOU,670,NO
2018,7,12,575,1219,1210,1438,1430,67,8,9,BNA,JAX,484,NO
2018,7,12,1171,1734,1725,1957,1950,66,7,9,BNA,JAX,484,NO
2018,7,12,1242,2038,2030,2256,2250,67,6,8,BNA,JAX,484,NO
2018,7,12,2191,2012,2005,2231,2215,241,16,7,BNA,LAS,1588,YES
2018,7,12,2446,1935,1815,2247,2100,261,107,80,BNA,LAX,1797,YES
2018,7,12,2543,2108,2030,2343,2310,83,33,38,BNA,MCO,616,YES
2018,7,12,2588,2233,2105,2349,2230,65,79,88,BNA,MDW,395,YES
2018,7,12,105,2021,2010,2152,2130,73,22,11,BNA,MDW,395,YES
2018,7,12,1545,1850,1810,2138,2100,96,38,40,BNA,PHL,675,YES
2018,7,13,1534,1855,1840,2142,2130,214,12,15,BNA,PHX,1448,NO
2018,7,13,3955,1830,1800,2044,2020,63,24,30,BNA,RDU,443,YES
2018,7,13,4093,1946,1940,2223,2200,69,23,6,BNA,RDU,443,YES
2018,7,13,4193,2026,1930,2240,2200,125,40,56,BNA,SAT,822,YES
2018,7,13,4289,1610,1600,1855,1905,270,-10,10,BNA,SEA,1977,NO
2018,7,13,5737,1811,1755,2043,2040,81,3,16,BNA,TPA,612,NO
2018,7,13,1113,1037,1025,1046,1030,46,16,12,BOI,GEG,287,YES
2018,7,13,3261,1041,1000,1128,1040,83,48,41,BOI,LAS,520,YES
2018,7,13,3637,1337,1310,1348,1315,55,33,27,BOI,RNO,335,YES
2018,7,13,770,1914,1905,1923,1910,53,13,9,BOI,RNO,335,NO
2018,7,13,2621,1217,1200,1231,1230,64,1,17,BOI,SEA,399,NO
2018,7,13,4473,1314,1305,1413,1405,46,8,9,BOI,SLC,291,NO
2018,7,13,6581,1556,1550,1659,1650,42,9,6,BOI,SLC,291,NO
2018,7,13,6603,1124,1110,1223,1215,48,8,14,BUF,BWI,281,NO
2018,7,13,1636,1639,1540,1741,1645,50,56,59,BUF,BWI,281,YES
2018,7,13,4630,732,720,1010,1010,140,0,12,BUF,MCO,1011,NO
2018,7,14,6208,653,645,741,730,92,11,8,BUF,MDW,468,NO
2018,7,14,1709,753,740,1025,1030,141,-5,13,BUF,TPA,1054,NO
2018,7,14,1615,1925,1915,2027,2015,43,12,10,BUR,LAS,223,NO
2018,7,14,6138,1556,1520,1713,1635,63,38,36,BUR,OAK,325,YES
2018,7,14,226,851,840,1014,955,69,19,11,BUR,OAK,325,YES
2018,7,14,5531,1019,945,1242,1210,65,32,34,BUR,PHX,369,YES
2018,7,14,1120,2015,1830,2220,2055,55,85,105,BUR,PHX,369,YES
2018,7,14,135,833,825,1049,1045,61,4,8,BUR,PHX,369,NO
2018,7,14,201,750,700,1026,925,69,61,50,BUR,PHX,369,YES
2018,7,14,225,1848,1830,1959,1935,54,24,18,BUR,SJC,296,YES
2018,7,14,863,1607,1520,1715,1625,56,50,47,BUR,SJC,296,YES
2018,7,14,1846,1418,1345,1525,1450,58,35,33,BUR,SJC,296,YES
2018,7,14,1855,1648,1615,1753,1720,55,33,33,BUR,SJC,296,YES
2018,7,14,2063,2016,1940,2132,2055,63,37,36,BUR,SMF,358,YES
2018,7,14,2069,944,925,1100,1040,65,20,19,BUR,SMF,358,YES
2018,7,14,2090,1242,1215,1357,1330,63,27,27,BUR,SMF,358,YES
2018,7,14,476,1806,1800,1921,1915,61,6,6,BUR,SMF,358,NO
2018,7,14,739,1049,1025,1153,1135,54,18,24,BWI,ALB,288,YES
2018,7,14,558,2053,2045,2157,2150,47,7,8,BWI,ALB,288,NO
2018,7,14,1453,929,915,1158,1210,194,-12,14,BWI,AUS,1342,NO
2018,7,14,183,1805,1740,1913,1845,53,28,25,BWI,BDL,283,YES
2018,7,14,1642,827,815,920,930,104,-10,12,BWI,BHM,682,NO
2018,7,15,3561,651,630,740,730,92,10,21,BWI,BNA,588,NO
2018,7,15,1241,1210,1125,1257,1225,93,32,45,BWI,BNA,588,YES
2018,7,15,805,1822,1650,1907,1750,92,77,92,BWI,BNA,588,YES
2018,7,15,499,1633,1625,1738,1745,52,-7,8,BWI,CMH,336,NO
2018,7,15,797,1222,1210,1417,1420,221,-3,12,BWI,DEN,1491,NO
2018,7,15,943,1827,1815,2028,2025,228,3,12,BWI,DEN,1491,NO
2018,7,15,890,824,755,947,925,70,22,29,BWI,DTW,408,YES
2018,7,15,1274,1343,1335,1609,1615,132,-6,8,BWI,FLL,925,NO
2018,7,15,1565,1633,1615,1818,1805,85,13,18,BWI,IND,515,NO
2018,7,15,413,1226,1205,1402,1355,83,7,21,BWI,IND,515,NO
2018,7,15,254,1220,1205,1314,1305,43,9,15,BWI,ISP,220,NO
2018,7,15,1095,2042,1955,2135,2055,42,40,47,BWI,ISP,220,YES
2018,7,15,1593,1753,1740,1926,1925,144,1,13,BWI,JAN,888,NO
2018,7,15,1531,2058,1900,2321,2125,308,116,118,BWI,LAS,2106,YES
2018,7,15,2218,656,645,903,840,162,23,11,BWI,MCI,967,YES
2018,7,15,2335,1928,1845,2107,2040,145,27,43,BWI,MCI,967,YES
2018,7,15,2360,1933,1925,2142,2145,115,-3,8,BWI,MCO,787,NO
2018,7,15,50,2026,1820,2121,1930,96,111,126,BWI,MDW,611,YES
2018,7,16,306,1521,1450,1614,1555,99,19,31,BWI,MDW,611,YES
2018,7,16,812,2138,2130,2252,2245,61,7,8,BWI,MHT,377,NO
2018,7,16,975,1215,1205,1300,1255,32,5,10,BWI,ORF,159,NO
2018,7,16,1544,2045,2015,2128,2105,30,23,30,BWI,ORF,159,YES
2018,7,16,4755,1802,1715,1851,1805,33,46,47,BWI,ORF,159,YES
2018,7,16,5903,1758,1735,2057,2055,286,2,23,BWI,PHX,1999,NO
2018,7,16,534,1857,1850,1948,1950,36,-2,7,BWI,PIT,210,NO
2018,7,16,42,1606,1530,1712,1640,48,32,36,BWI,PVD,328,YES
2018,7,16,2854,1922,1855,2021,2005,47,16,27,BWI,PVD,328,YES
2018,7,16,3026,2048,2040,2145,2145,45,0,8,BWI,PVD,328,NO
2018,7,16,3234,2247,2140,2350,2245,49,65,67,BWI,PVD,328,YES
2018,7,16,3341,750,700,855,805,53,50,50,BWI,RDU,255,YES
2018,7,16,3343,2026,2010,2209,2200,91,9,16,BWI,SDF,495,NO
2018,7,16,642,912,840,1148,1140,265,8,32,BWI,SLC,1864,NO
2018,7,17,2623,1602,1550,1718,1715,120,3,12,BWI,STL,737,NO
2018,7,17,4507,835,800,1050,1030,124,20,35,BWI,TPA,842,YES
2018,7,17,4843,1708,1650,1742,1725,80,17,18,CLE,BNA,448,YES
2018,7,17,3476,1859,1710,2032,1825,54,127,109,CLE,BWI,314,YES
2018,7,17,5437,1416,1410,1557,1555,270,2,6,CLE,LAS,1825,NO
2018,7,17,6317,849,840,921,925,81,-4,9,CLE,STL,487,NO
2018,7,17,6429,2023,2000,2129,2110,51,19,23,CMH,BWI,336,YES
2018,7,17,6471,1826,1815,1955,1950,258,5,11,CMH,LAS,1772,NO
2018,7,17,6565,741,715,856,850,246,6,26,CMH,LAS,1772,NO
2018,7,17,6575,1336,1330,1338,1340,52,-2,6,CMH,MDW,284,NO
2018,7,18,3683,1733,1650,1735,1700,49,35,43,CMH,MDW,284,YES
2018,7,18,1111,1300,1250,1509,1515,237,-6,10,CMH,PHX,1671,NO
2018,7,18,5991,1227,1125,1440,1340,118,60,62,CMH,TPA,829,YES
2018,7,18,6156,709,630,920,850,117,30,39,CMH,TPA,829,YES
2018,7,18,924,1146,1140,1235,1230,37,5,6,CRP,HOU,187,NO
2018,7,18,1239,1432,1410,1546,1500,34,46,22,CRP,HOU,187,YES
2018,7,18,3937,1848,1740,1930,1830,32,60,68,CRP,HOU,187,YES
2018,7,18,4202,1407,1350,1457,1440,87,17,17,DAL,ABQ,580,YES
2018,7,18,4299,628,620,716,710,94,6,8,DAL,ABQ,580,NO
2018,7,18,4479,1903,1855,1944,1945,84,-1,8,DAL,ABQ,580,NO
2018,7,18,4404,1416,1410,1533,1520,53,13,6,DAL,AMA,324,NO
2018,7,18,679,1718,1705,1817,1815,50,2,13,DAL,AMA,324,NO
2018,7,18,178,1733,1720,1820,1810,38,10,13,DAL,AUS,189,NO
2018,7,18,240,1953,1935,2041,2025,35,16,18,DAL,AUS,189,YES
2018,7,18,1115,1001,955,1056,1045,35,11,6,DAL,AUS,189,NO
2018,7,18,2491,1635,1620,1722,1710,37,12,15,DAL,AUS,189,NO
2018,7,18,1584,2126,2005,2209,2055,33,74,81,DAL,AUS,189,YES
2018,7,18,5013,1428,1420,1516,1505,85,11,8,DAL,ELP,562,NO
2018,7,18,5056,1130,1120,1215,1205,92,10,10,DAL,ELP,562,NO
2018,7,18,5551,1659,1650,1733,1735,83,-2,9,DAL,ELP,562,NO
2018,7,18,262,1120,1100,1226,1200,48,26,20,DAL,HOU,239,YES
2018,7,18,5652,1136,1130,1256,1230,58,26,6,DAL,HOU,239,YES
2018,7,18,5615,1359,1330,1532,1430,68,62,29,DAL,HOU,239,YES
2018,7,18,215,1614,1500,1723,1600,51,83,74,DAL,HOU,239,YES
2018,7,19,716,1612,1600,1717,1700,48,17,12,DAL,HOU,239,YES
2018,7,19,794,1746,1730,1848,1830,45,18,16,DAL,HOU,239,YES
2018,7,19,1766,1858,1830,1955,1930,46,25,28,DAL,HOU,239,YES
2018,7,19,1024,1907,1900,2007,2000,45,7,7,DAL,HOU,239,NO
2018,7,19,1331,2115,2100,2208,2200,46,8,15,DAL,HOU,239,NO
2018,7,19,1657,1246,1215,1348,1320,49,28,31,DAL,LBB,293,YES
2018,7,19,2336,1526,1515,1629,1620,51,9,11,DAL,LBB,293,NO
2018,7,19,647,1718,1650,1815,1755,48,20,28,DAL,LBB,293,YES
2018,7,19,1162,1902,1845,1959,1950,45,9,17,DAL,LBB,293,NO
2018,7,19,229,2110,2045,2207,2150,47,17,25,DAL,LBB,293,YES
2018,7,19,390,925,915,1024,1015,48,9,10,DAL,LIT,296,NO
2018,7,19,928,1327,1315,1433,1425,52,8,12,DAL,MAF,319,NO
2018,7,19,1021,1855,1820,2002,1930,51,32,35,DAL,MAF,319,YES
2018,7,19,1691,826,820,947,945,61,2,6,DAL,MCI,461,NO
2018,7,19,1747,1432,1350,1602,1515,63,47,42,DAL,MCI,461,YES
2018,7,19,839,1930,1915,2052,2040,70,12,15,DAL,MCI,461,NO
2018,7,19,1130,2109,2015,2221,2130,61,51,54,DAL,MSY,437,YES
2018,7,19,1622,1900,1835,2014,1950,62,24,25,DAL,MSY,437,YES
2018,7,19,407,1516,1510,1602,1600,32,2,6,DAL,OKC,181,NO
2018,7,20,470,1927,1755,2021,1855,40,86,92,DAL,SAT,248,YES
2018,7,20,609,1722,1700,1822,1800,47,22,22,DAL,SAT,248,YES
2018,7,20,390,1356,1350,1511,1450,50,21,6,DAL,SAT,248,YES
2018,7,20,266,1506,1450,1633,1625,76,8,16,DAL,STL,546,NO
2018,7,20,985,1809,1800,1942,1935,80,7,9,DAL,STL,546,NO
2018,7,20,1224,1338,1325,1528,1500,88,28,13,DAL,STL,546,YES
2018,7,20,1114,1143,1115,1228,1210,32,18,28,DAL,TUL,237,YES
2018,7,20,1432,2128,2105,2216,2200,37,16,23,DAL,TUL,237,YES
2018,7,20,2304,821,815,910,910,36,0,6,DAL,TUL,237,NO
2018,7,20,2438,1918,1910,2024,2025,49,-1,8,DEN,ABQ,349,NO
2018,7,20,67,1253,1155,1417,1255,96,82,58,DEN,LAS,629,YES
2018,7,20,528,1639,1620,1735,1715,100,20,19,DEN,LAS,629,YES
2018,7,20,650,1125,1110,1348,1340,68,8,15,DEN,MCI,533,NO
2018,7,20,714,1643,1635,2208,2200,189,8,8,DEN,MCO,1545,NO
2018,7,20,456,1330,1320,1638,1635,113,3,10,DEN,MDW,895,NO
2018,7,20,656,1525,1505,1709,1655,150,14,20,DEN,OAK,957,NO
2018,7,20,392,1411,1405,1634,1630,69,4,6,DEN,OKC,495,NO
2018,7,20,897,647,635,836,835,90,1,12,DEN,PHX,602,NO
2018,7,20,980,1249,1215,1445,1415,160,30,34,DEN,SEA,1024,YES
2018,7,20,1107,820,745,1006,945,150,21,35,DEN,SEA,1024,YES
2018,7,20,1342,1250,1225,1426,1350,80,36,25,DEN,SLC,391,YES
2018,7,20,2057,941,910,1103,1055,69,8,31,DEN,SLC,391,NO
2018,7,20,2020,701,655,824,815,65,9,6,DTW,BWI,408,NO
2018,7,20,1571,1844,1820,2003,1940,67,23,24,DTW,BWI,408,YES
2018,7,20,1841,1016,950,1016,955,45,21,26,DTW,MDW,229,YES
2018,7,21,2545,1325,1225,1327,1230,49,57,60,DTW,MDW,229,YES
2018,7,21,4103,637,625,718,705,83,13,12,DTW,STL,440,NO
2018,7,21,4143,2022,2005,2251,2235,77,16,17,ELP,DAL,562,YES
2018,7,21,4939,1348,1340,1622,1625,85,-3,8,ELP,HOU,677,NO
2018,7,21,5274,1208,1200,1310,1310,102,0,8,ELP,LAX,714,NO
2018,7,21,5994,910,825,1005,935,104,30,45,ELP,LAX,714,YES
2018,7,21,6153,1533,1525,1638,1640,53,-2,8,ELP,PHX,347,NO
2018,7,21,406,1239,1230,1354,1345,61,9,9,ELP,PHX,347,NO
2018,7,21,16,1152,1145,1406,1405,63,1,7,ELP,SAT,496,NO
2018,7,21,20,1418,1410,1526,1530,114,-4,8,FLL,BNA,793,NO
2018,7,21,2849,1047,1040,1153,1155,49,-2,7,FLL,JAX,318,NO
2018,7,21,2817,1525,1515,1610,1615,33,-5,10,FLL,MCO,178,NO
2018,7,21,3059,1154,1135,1249,1235,35,14,19,FLL,MCO,178,NO
2018,7,21,3064,1159,1145,1437,1440,137,-3,14,FLL,PHL,992,NO
2018,7,21,3299,1606,1600,1903,1900,157,3,6,FLL,PVD,1188,NO
2018,7,21,3356,1837,1830,1930,1930,40,0,7,FLL,TPA,197,NO
2018,7,21,3670,1112,1050,1319,1250,45,29,22,GEG,BOI,287,YES
2018,7,21,175,1816,1800,2052,2020,124,32,16,GEG,LAS,806,YES
2018,7,21,878,1401,1345,1512,1500,114,12,16,HOU,ABQ,759,NO
2018,7,21,4733,812,805,856,850,33,6,7,HOU,AUS,148,NO
2018,7,21,6570,1739,1725,1930,1910,96,20,14,HOU,BNA,670,YES
2018,7,21,4090,2012,1950,2148,2135,82,13,22,HOU,BNA,670,NO
2018,7,21,4315,1414,1355,1553,1540,89,13,19,HOU,BNA,670,NO
2018,7,21,484,1014,1000,1350,1350,145,0,14,HOU,BWI,1246,NO
2018,7,21,401,1833,1725,2225,2115,156,70,68,HOU,BWI,1246,YES
2018,7,21,4303,834,825,921,915,35,6,9,HOU,CRP,187,NO
2018,7,21,5331,1313,1255,1359,1345,35,14,18,HOU,CRP,187,NO
2018,7,21,5924,1741,1625,1827,1715,34,72,76,HOU,CRP,187,YES
2018,7,21,4320,814,800,904,855,40,9,14,HOU,DAL,239,NO
2018,7,21,683,1018,1000,1122,1055,55,27,18,HOU,DAL,239,YES
2018,7,22,5406,1209,1200,1310,1255,53,15,9,HOU,DAL,239,YES
2018,7,22,598,1303,1230,1406,1325,53,41,33,HOU,DAL,239,YES
2018,7,22,4135,1337,1330,1447,1425,59,22,7,HOU,DAL,239,YES
2018,7,22,4620,1415,1400,1506,1455,40,11,15,HOU,DAL,239,NO
2018,7,22,5668,1525,1500,1617,1555,40,22,25,HOU,DAL,239,YES
2018,7,22,172,1608,1530,1700,1625,37,35,38,HOU,DAL,239,YES
2018,7,22,730,1624,1600,1714,1655,39,19,24,HOU,DAL,239,YES
2018,7,22,749,1738,1700,1834,1755,39,39,38,HOU,DAL,239,YES
2018,7,22,1826,1736,1730,1824,1825,39,-1,6,HOU,DAL,239,NO
2018,7,22,1872,1810,1800,1902,1855,41,7,10,HOU,DAL,239,NO
2018,7,22,2082,1840,1830,1929,1925,39,4,10,HOU,DAL,239,NO
2018,7,22,604,1943,1900,2032,1955,38,37,43,HOU,DAL,239,YES
2018,7,22,2285,1332,1310,1452,1440,126,12,22,HOU,DEN,883,NO
2018,7,22,477,801,715,926,845,133,41,46,HOU,DEN,883,YES
2018,7,22,703,1001,950,1050,1050,100,0,11,HOU,ELP,677,NO
2018,7,22,823,2049,2015,2141,2115,100,26,34,HOU,ELP,677,YES
2018,7,22,1041,936,920,1239,1245,112,-6,16,HOU,FLL,957,NO
2018,7,22,1780,1246,1220,1343,1320,45,23,26,HOU,HRL,276,YES
2018,7,22,1861,1435,1420,1534,1520,49,14,15,HOU,HRL,276,NO
2018,7,22,3957,1609,1550,1713,1650,44,23,19,HOU,HRL,276,YES
2018,7,22,5335,741,735,838,835,46,3,6,HOU,HRL,276,NO
2018,7,23,3295,1725,1715,1844,1825,68,19,10,HOU,JAN,359,YES
2018,7,23,679,2052,2040,2155,2145,50,10,12,HOU,JAN,359,NO
2018,7,23,694,1314,1305,1423,1410,58,13,9,HOU,JAN,359,NO
2018,7,23,1834,1347,1325,1639,1625,101,14,22,HOU,JAX,816,NO
2018,7,23,1972,1556,1540,1714,1705,184,9,16,HOU,LAS,1235,NO
2018,7,23,2185,2039,2015,2152,2135,177,17,24,HOU,LAS,1235,YES
2018,7,23,1823,1310,1255,1443,1435,199,8,15,HOU,LAX,1390,NO
2018,7,23,2448,1840,1825,2014,2010,200,4,15,HOU,LAX,1390,NO
2018,7,23,3503,1345,1325,1447,1435,51,12,20,HOU,LIT,393,NO
2018,7,23,1165,1441,1400,1736,1710,104,26,41,HOU,MCO,848,YES
2018,7,23,2132,1829,1745,2132,2050,107,42,44,HOU,MCO,848,YES
2018,7,23,738,1449,1425,1656,1650,115,6,24,HOU,MDW,937,NO
2018,7,23,35,1306,1215,1512,1440,113,32,51,HOU,MDW,937,YES
2018,7,23,1155,2144,2120,2241,2215,44,26,24,HOU,MSY,303,YES
2018,7,23,1636,836,825,930,925,44,5,11,HOU,MSY,303,NO
2018,7,23,700,1742,1710,1842,1810,46,32,32,HOU,MSY,303,YES
2018,7,23,803,1420,1410,1512,1510,42,2,10,HOU,MSY,303,NO
2018,7,23,658,1839,1820,2106,2035,250,31,19,HOU,OAK,1642,YES
2018,7,23,771,1200,1125,1312,1240,61,32,35,HOU,OKC,419,YES
2018,7,23,1582,1554,1520,2020,1930,191,50,34,HOU,PHL,1335,YES
2018,7,23,1172,932,920,1113,1115,150,-2,12,HOU,PHX,1020,NO
2018,7,23,279,1348,1340,1527,1535,148,-8,8,HOU,PHX,1020,NO
2018,7,23,1969,2107,2055,2155,2145,36,10,12,HOU,SAT,192,NO
2018,7,23,3555,1726,1715,1816,1810,38,6,11,HOU,SAT,192,NO
2018,7,23,1060,1310,1300,1454,1455,92,-1,10,HOU,STL,687,NO
2018,7,23,1862,2005,1850,2151,2045,94,66,75,HOU,STL,687,YES
2018,7,23,1080,1558,1455,1852,1755,96,57,63,HOU,TPA,781,YES
2018,7,23,541,1906,1855,2152,2155,94,-3,11,HOU,TPA,781,NO
2018,7,23,500,1113,1105,1359,1405,95,-6,8,HOU,TPA,781,NO
2018,7,23,599,1159,1120,1313,1240,63,33,39,HOU,TUL,453,YES
2018,7,23,20,1356,1340,1501,1440,48,21,16,HRL,HOU,276,YES
2018,7,23,28,1559,1540,1710,1640,63,30,19,HRL,HOU,276,YES
2018,7,23,989,1728,1710,1818,1810,43,8,18,HRL,HOU,276,NO
2018,7,23,364,1946,1940,2033,2030,38,3,6,HRL,SAT,233,NO
2018,7,23,351,2140,2100,2229,2200,93,29,40,IAD,MDW,577,YES
2018,7,23,1074,1025,930,1150,1100,76,50,55,IND,BWI,515,YES
2018,7,23,239,1839,1830,1943,1940,228,3,9,IND,LAS,1591,NO
2018,7,23,1098,1439,1425,1623,1625,210,-2,14,IND,PHX,1489,NO
2018,7,23,1375,1332,1325,1431,1435,51,-4,7,ISP,BWI,220,NO
2018,7,24,1333,1750,1725,2026,2030,137,-4,25,ISP,PBI,1052,NO
2018,7,24,1404,903,830,1200,1140,108,20,33,JAN,BWI,888,YES
2018,7,24,1657,1453,1435,1755,1745,110,10,18,JAN,BWI,888,NO
2018,7,24,1682,1915,1850,2101,2045,90,16,25,JAN,MDW,666,YES
2018,7,24,1690,1701,1650,1857,1905,100,-8,11,JAX,PHL,742,NO
2018,7,24,2375,2149,2125,4,2345,59,19,24,LAS,ABQ,487,YES
2018,7,24,335,1715,1655,31,30,244,1,20,LAS,ALB,2237,NO
2018,7,24,609,1726,1640,103,25,259,38,46,LAS,BDL,2298,YES
2018,7,24,744,916,905,1447,1430,183,17,11,LAS,BHM,1618,YES
2018,7,24,754,1537,1440,2050,2010,178,40,57,LAS,BNA,1588,YES
2018,7,24,885,1725,1715,18,25,217,-7,10,LAS,BUF,1987,NO
2018,7,24,1201,2026,2015,2122,2115,46,7,11,LAS,BUR,223,NO
2018,7,24,1211,2101,2055,2201,2155,47,6,6,LAS,BUR,223,NO
2018,7,24,1246,1443,1355,1547,1500,48,47,48,LAS,BUR,223,YES
2018,7,24,1315,1111,1050,1226,1155,48,31,21,LAS,BUR,223,YES
2018,7,24,1956,1303,1220,1405,1325,46,40,43,LAS,BUR,223,YES
2018,7,24,2166,1533,1455,1626,1555,40,31,38,LAS,BUR,223,YES
2018,7,24,2272,1808,1730,112,50,230,22,38,LAS,BWI,2106,YES
2018,7,24,221,1119,945,1835,1645,218,110,94,LAS,CLE,1825,YES
2018,7,24,1626,2143,2115,22,5,80,17,28,LAS,DEN,629,YES
2018,7,24,1639,1332,1315,1614,1610,82,4,17,LAS,DEN,629,NO
2018,7,24,5024,1730,1710,2009,1945,77,24,20,LAS,ELP,584,YES
2018,7,24,5027,1100,1050,1319,1325,120,-6,10,LAS,GEG,806,NO
2018,7,24,5334,1204,1140,1721,1640,161,41,24,LAS,HOU,1235,YES
2018,7,24,5384,749,740,1240,1235,151,5,9,LAS,HOU,1235,NO
2018,7,24,6132,1537,1525,2240,2245,226,-5,12,LAS,IAD,2066,NO
2018,7,24,1050,2023,1820,236,55,177,101,123,LAS,IND,1591,YES
2018,7,24,26,1105,1050,1735,1725,188,10,15,LAS,IND,1591,NO
2018,7,24,2845,1527,1510,2303,2255,261,8,17,LAS,ISP,2283,NO
2018,7,24,2970,1731,1715,1840,1820,44,20,16,LAS,LAX,236,YES
2018,7,24,3100,2342,2150,39,2255,46,104,112,LAS,LAX,236,YES
2018,7,24,3401,2131,2120,2235,2225,45,10,11,LAS,LAX,236,NO
2018,7,24,3536,1106,1100,1455,1500,92,-5,6,LAS,LBB,775,NO
2018,7,24,4675,2015,2005,45,50,135,-5,10,LAS,MCI,1140,NO
2018,7,24,5367,1516,1510,1949,2000,136,-11,6,LAS,MCI,1140,NO
2018,7,24,3455,1104,1050,1628,1620,181,8,14,LAS,MDW,1521,NO
2018,7,24,4488,1316,1310,1849,1845,190,4,6,LAS,MDW,1521,NO
2018,7,24,4561,1412,1345,1552,1520,83,32,27,LAS,OAK,407,YES
2018,7,24,4698,1748,1740,1937,1915,94,22,8,LAS,OAK,407,YES
2018,7,24,5433,1519,1505,1654,1635,79,19,14,LAS,OAK,407,YES
2018,7,24,3686,2212,2155,2335,2325,68,10,17,LAS,OAK,407,NO
2018,7,24,1232,2134,2120,2226,2210,37,16,14,LAS,ONT,197,YES
2018,7,24,508,1227,1215,1335,1310,36,25,12,LAS,ONT,197,YES
2018,7,24,1194,1823,1655,140,25,242,75,88,LAS,ORF,2155,YES
2018,7,24,4219,1303,1255,1521,1520,113,1,8,LAS,PDX,762,NO
2018,7,24,5500,2054,2040,2304,2300,119,4,14,LAS,PDX,762,NO
2018,7,24,1735,1108,1045,1843,1835,242,8,23,LAS,PHL,2176,NO
2018,7,24,7432,1727,1700,55,45,249,10,27,LAS,PHL,2176,NO
2018,7,24,4713,737,705,937,915,45,22,32,LAS,PHX,256,YES
2018,7,24,370,1336,1320,1541,1530,45,11,16,LAS,PHX,256,NO
2018,7,24,1832,1756,1740,2004,1950,49,14,16,LAS,PHX,256,NO
2018,7,24,4985,1203,1110,1435,1315,47,80,53,LAS,PHX,256,YES
2018,7,24,335,2109,2040,2312,2240,43,32,29,LAS,PHX,256,YES
2018,7,24,4514,1758,1745,50,50,211,0,13,LAS,PIT,1910,NO
2018,7,24,3372,1606,1600,2345,2350,262,-5,6,LAS,PVD,2363,NO
2018,7,24,4746,1737,1725,42,45,233,-3,12,LAS,RDU,2027,NO
2018,7,24,5201,1117,1020,1257,1145,61,72,57,LAS,RNO,345,YES
2018,7,24,4592,1117,1110,1255,1230,64,25,7,LAS,RNO,345,YES
2018,7,24,796,2109,2050,2215,2150,48,25,19,LAS,SAN,258,YES
2018,7,24,490,1634,1625,1743,1735,48,8,9,LAS,SAN,258,NO
2018,7,24,1142,1918,1905,2020,2005,46,15,13,LAS,SAN,258,YES
2018,7,24,1028,1751,1740,1851,1840,46,11,11,LAS,SAN,258,NO
2018,7,24,2105,1437,1425,1539,1530,43,9,12,LAS,SAN,258,NO
2018,7,24,474,1501,1445,1938,1920,133,18,16,LAS,SAT,1069,YES
2018,7,24,527,1107,1040,1559,1510,146,49,27,LAS,SAT,1069,YES
2018,7,24,259,1835,1810,127,45,214,42,25,LAS,SDF,1624,YES
2018,7,24,604,1654,1645,1930,1930,135,0,9,LAS,SEA,866,NO
2018,7,24,2410,1117,1050,1401,1330,135,31,27,LAS,SEA,866,YES
2018,7,24,687,1502,1355,1637,1530,81,67,67,LAS,SFO,414,YES
2018,7,24,1107,1043,910,1249,1045,104,124,93,LAS,SFO,414,YES
2018,7,24,875,1802,1700,1942,1835,81,67,62,LAS,SFO,414,YES
2018,7,24,1788,2137,1905,2316,2040,79,156,152,LAS,SFO,414,YES
2018,7,24,186,2220,2105,2347,2240,68,67,75,LAS,SFO,414,YES
2018,7,24,2197,1318,1215,1458,1350,79,68,63,LAS,SFO,414,YES
2018,7,24,916,2033,1945,2204,2105,78,59,48,LAS,SJC,386,YES
2018,7,24,825,1906,1855,2032,2020,73,12,11,LAS,SJC,386,NO
2018,7,24,3499,1527,1520,1655,1645,75,10,7,LAS,SJC,386,NO
2018,7,24,1717,1723,1655,1850,1820,71,30,28,LAS,SJC,386,YES
2018,7,24,200,1114,1100,1347,1320,56,27,14,LAS,SLC,368,YES
2018,7,24,1030,1914,1905,2127,2120,56,7,9,LAS,SLC,368,NO
2018,7,24,1221,2150,2050,3,2305,58,58,60,LAS,SLC,368,YES
2018,7,24,1355,1610,1555,1824,1820,57,4,15,LAS,SLC,368,NO
2018,7,24,1563,1021,1010,1121,1110,39,11,11,LAS,SNA,226,NO
2018,7,24,1544,1413,1320,1620,1535,54,45,53,LAS,TUS,365,YES
2018,7,24,1510,2041,2030,2248,2240,52,8,11,LAS,TUS,365,NO
2018,7,24,633,1110,1050,1327,1305,52,22,20,LAS,TUS,365,YES
2018,7,24,641,1722,1710,1955,1955,81,0,12,LAX,ABQ,677,NO
2018,7,24,830,1022,1015,1505,1505,150,0,7,LAX,AUS,1242,NO
2018,7,24,710,1629,1540,2208,2125,202,43,49,LAX,BNA,1797,YES
2018,7,24,1229,1312,1255,1851,1840,203,11,17,LAX,BNA,1797,NO
